contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status
CTR01792,SUP0071,0.16,Sustainment,2023-08-18,28,active
CTR01793,SUP0341,2.1,Production,2024-10-16,27,terminated
CTR01794,SUP0353,9.28,Sustainment,2025-04-28,9,terminated
CTR01795,SUP0350,0.63,Tech Services,2021-05-18,39,active
CTR01796,SUP0139,1.73,Production,2020-11-08,11,terminated
CTR01797,SUP0387,4.58,Production,2024-01-19,33,delayed
CTR01798,SUP0441,7.49,Tech Services,2022-02-13,36,completed
CTR01799,SUP0360,3.89,Sustainment,2023-12-14,40,delayed
CTR01800,SUP0482,1.05,Tech Services,2021-10-18,44,active
CTR01801,SUP0038,3.93,Sustainment,2023-01-13,47,delayed
CTR01802,SUP0424,1.23,Production,2023-11-01,28,active
CTR01803,SUP0446,4.44,Production,2022-09-20,11,active
CTR01804,SUP0248,10.78,Tech Services,2025-04-24,21,terminated
CTR01805,SUP0318,4.47,Production,2024-03-05,7,terminated
CTR01806,SUP0170,6.95,R&D,2023-01-09,29,active
CTR01807,SUP0201,0.01,Production,2023-01-08,22,completed
CTR01808,SUP0285,4.43,R&D,2023-09-03,50,completed
CTR01809,SUP0007,6.19,Production,2020-10-19,6,completed
CTR01810,SUP0115,0.14,Tech Services,2020-10-07,11,delayed
CTR01811,SUP0072,7.18,Tech Services,2023-12-31,10,active
CTR01812,SUP0074,1.04,R&D,2022-03-04,50,terminated
CTR01813,SUP0298,3.83,Tech Services,2023-05-31,55,delayed
CTR01814,SUP0373,5.64,Production,2025-05-04,34,delayed
CTR01815,SUP0231,3.8,Production,2025-01-11,17,terminated
CTR01816,SUP0238,0.34,Tech Services,2024-06-30,44,active
CTR01817,SUP0493,3.17,Production,2020-06-07,52,delayed
CTR01818,SUP0292,2.79,Sustainment,2024-12-21,8,active
CTR01819,SUP0451,8.07,Sustainment,2022-04-16,53,active
CTR01820,SUP0349,1.81,Production,2023-09-07,6,active
CTR01821,SUP0029,1.36,Tech Services,2025-02-07,32,terminated
CTR01822,SUP0277,4.85,R&D,2020-12-04,53,active
CTR01823,SUP0194,1.86,Tech Services,2021-05-04,29,delayed
CTR01824,SUP0462,3.64,R&D,2021-04-26,49,terminated
CTR01825,SUP0356,3.64,Tech Services,2022-06-08,24,terminated
CTR01826,SUP0232,7.66,Production,2022-11-12,13,delayed
CTR01827,SUP0297,3.2,Sustainment,2024-09-19,49,terminated
CTR01828,SUP0369,2.44,Tech Services,2022-03-13,52,delayed
CTR01829,SUP0302,0.52,R&D,2024-10-07,7,completed
CTR01830,SUP0144,0.43,Sustainment,2022-02-28,35,delayed
CTR01831,SUP0394,0.59,R&D,2025-05-01,35,terminated
CTR01832,SUP0173,0.66,Production,2023-12-19,54,delayed
CTR01833,SUP0071,3.56,Sustainment,2023-09-04,44,completed
CTR01834,SUP0014,4.73,R&D,2022-07-14,50,active
CTR01835,SUP0387,2.64,Tech Services,2021-02-06,37,active
CTR01836,SUP0219,6.18,Production,2021-08-23,6,active
CTR01837,SUP0002,16.59,Production,2023-06-01,43,terminated
CTR01838,SUP0313,6.0,Production,2021-04-16,18,completed
CTR01839,SUP0312,4.15,Tech Services,2022-12-19,16,delayed
CTR01840,SUP0332,2.66,Tech Services,2022-02-16,15,delayed
CTR01841,SUP0221,2.09,Sustainment,2021-07-27,53,delayed
CTR01842,SUP0335,0.31,Tech Services,2020-07-28,31,delayed
CTR01843,SUP0167,1.78,Sustainment,2020-10-05,25,terminated
CTR01844,SUP0337,8.43,Production,2025-02-03,22,terminated
CTR01845,SUP0468,5.78,Sustainment,2022-08-30,22,completed
CTR01846,SUP0272,0.85,R&D,2024-01-07,9,delayed
CTR01847,SUP0482,2.2,Production,2022-08-01,10,active
CTR01848,SUP0352,5.94,Production,2022-06-21,28,terminated
CTR01849,SUP0487,0.24,Sustainment,2025-05-01,51,completed
CTR01850,SUP0169,1.72,Production,2020-09-22,57,completed
CTR01851,SUP0284,6.68,Tech Services,2022-03-11,15,terminated
CTR01852,SUP0137,1.81,R&D,2023-07-27,51,active
CTR01853,SUP0419,0.28,Sustainment,2025-04-25,33,active
CTR01854,SUP0397,2.74,Sustainment,2021-07-01,38,delayed
CTR01855,SUP0015,6.93,Production,2022-09-09,48,terminated
CTR01856,SUP0025,3.12,Tech Services,2023-02-28,31,active
CTR01857,SUP0151,0.9,Production,2020-11-10,55,terminated
CTR01858,SUP0404,1.7,Production,2023-04-25,53,completed
CTR01859,SUP0093,2.09,Sustainment,2021-08-04,34,completed
CTR01860,SUP0002,3.03,Production,2023-09-11,32,completed
CTR01861,SUP0302,4.99,R&D,2020-10-08,23,terminated
CTR01862,SUP0464,0.36,Production,2020-10-25,45,delayed
CTR01863,SUP0210,7.71,Production,2025-01-22,15,delayed
CTR01864,SUP0087,0.04,Sustainment,2023-10-30,47,active
CTR01865,SUP0038,1.62,Production,2021-09-28,10,terminated
CTR01866,SUP0188,0.1,Tech Services,2025-02-01,15,delayed
CTR01867,SUP0380,1.75,Sustainment,2022-02-05,55,terminated
CTR01868,SUP0127,2.61,Production,2025-02-19,26,delayed
CTR01869,SUP0360,2.51,R&D,2021-10-30,29,completed
CTR01870,SUP0418,0.63,R&D,2022-04-15,43,completed
CTR01871,SUP0014,3.63,Sustainment,2025-03-02,8,active
CTR01872,SUP0284,0.16,Sustainment,2024-05-03,45,completed
CTR01873,SUP0254,5.02,Production,2022-04-07,36,delayed
CTR01874,SUP0075,10.26,Tech Services,2020-09-30,46,active
CTR01875,SUP0098,1.45,Production,2022-07-20,42,active
CTR01876,SUP0208,2.55,R&D,2025-02-22,7,completed
CTR01877,SUP0311,1.67,Tech Services,2021-03-09,7,terminated
CTR01878,SUP0231,0.02,Tech Services,2025-03-30,44,completed
CTR01879,SUP0312,1.71,Tech Services,2023-06-16,54,completed
CTR01880,SUP0019,5.49,Production,2024-11-05,47,active
CTR01881,SUP0101,3.17,R&D,2023-05-19,49,completed
CTR01882,SUP0025,0.37,Sustainment,2022-07-27,39,delayed
CTR01883,SUP0198,6.57,Production,2024-02-03,47,active
CTR01884,SUP0254,2.65,Sustainment,2022-06-11,25,completed
CTR01885,SUP0135,6.45,Tech Services,2023-02-19,38,terminated
CTR01886,SUP0339,3.04,Tech Services,2022-05-17,9,delayed
CTR01887,SUP0037,2.87,Production,2022-09-29,50,terminated
CTR01888,SUP0244,0.39,R&D,2023-12-07,49,delayed
CTR01889,SUP0442,0.64,Tech Services,2024-04-25,16,terminated
CTR01890,SUP0332,12.52,Sustainment,2022-05-14,47,completed
CTR01891,SUP0420,0.91,Sustainment,2020-10-20,52,delayed
CTR01892,SUP0166,13.27,Production,2021-08-31,10,active
CTR01893,SUP0485,2.66,Sustainment,2022-05-27,30,active
CTR01894,SUP0340,0.51,R&D,2024-07-15,54,terminated
CTR01895,SUP0462,0.37,Tech Services,2022-06-14,42,terminated
CTR01896,SUP0272,0.82,Sustainment,2023-06-25,39,terminated
CTR01897,SUP0115,9.1,Sustainment,2022-07-19,14,delayed
CTR01898,SUP0136,1.87,Tech Services,2021-03-18,11,active
CTR01899,SUP0300,1.76,Production,2024-05-20,23,completed
CTR01900,SUP0058,1.32,Sustainment,2022-10-29,19,delayed
CTR01901,SUP0144,0.56,Production,2025-01-11,24,terminated
CTR01902,SUP0420,2.34,Production,2024-03-22,19,active
CTR01903,SUP0130,0.49,Sustainment,2020-08-12,45,terminated
CTR01904,SUP0048,6.32,R&D,2022-10-25,22,completed
CTR01905,SUP0192,1.62,Production,2023-03-28,40,completed
CTR01906,SUP0178,1.64,Sustainment,2020-05-26,34,active
CTR01907,SUP0288,2.25,Production,2024-09-19,47,delayed
CTR01908,SUP0054,2.06,Tech Services,2023-02-21,22,completed
CTR01909,SUP0005,18.45,R&D,2023-10-29,48,completed
CTR01910,SUP0048,2.76,R&D,2022-11-16,13,completed
CTR01911,SUP0243,0.32,Tech Services,2022-11-13,6,completed
CTR01912,SUP0368,3.27,Tech Services,2023-04-22,50,terminated
CTR01913,SUP0165,0.58,Production,2022-08-11,58,terminated
CTR01914,SUP0389,0.11,Tech Services,2021-05-19,41,delayed
CTR01915,SUP0467,12.36,R&D,2023-10-03,12,active
CTR01916,SUP0466,5.2,Tech Services,2021-11-26,51,active
CTR01917,SUP0153,13.71,Sustainment,2024-08-14,10,active
CTR01918,SUP0295,2.27,Sustainment,2024-06-07,29,completed
CTR01919,SUP0456,2.66,Production,2024-02-03,33,terminated
CTR01920,SUP0463,0.65,R&D,2022-09-01,48,terminated
CTR01921,SUP0113,0.99,Sustainment,2022-11-08,22,delayed
CTR01922,SUP0391,6.38,Tech Services,2023-06-25,42,active
CTR01923,SUP0119,1.54,Sustainment,2024-08-22,25,terminated
CTR01924,SUP0049,6.14,Sustainment,2022-12-12,8,delayed
CTR01925,SUP0462,4.32,Production,2022-10-26,42,active
CTR01926,SUP0021,0.68,Tech Services,2022-06-03,31,completed
CTR01927,SUP0347,2.48,Tech Services,2023-02-13,20,terminated
CTR01928,SUP0232,3.96,Tech Services,2024-07-08,56,terminated
CTR01929,SUP0186,0.94,Production,2024-11-30,53,active
CTR01930,SUP0490,6.22,Tech Services,2025-03-03,13,completed
CTR01931,SUP0241,2.75,Tech Services,2022-12-29,18,completed
CTR01932,SUP0322,0.63,Sustainment,2021-07-10,53,terminated
CTR01933,SUP0194,3.06,Sustainment,2022-09-12,8,active
CTR01934,SUP0366,28.56,Tech Services,2024-10-17,6,delayed
CTR01935,SUP0043,0.57,R&D,2024-01-07,14,terminated
CTR01936,SUP0462,5.94,R&D,2020-07-21,36,completed
CTR01937,SUP0085,0.81,Tech Services,2021-11-20,46,delayed
CTR01938,SUP0438,5.34,R&D,2022-04-26,59,active
CTR01939,SUP0089,4.64,Production,2023-09-10,31,completed
CTR01940,SUP0164,1.25,Sustainment,2021-03-29,22,delayed
CTR01941,SUP0080,1.38,Production,2021-04-22,39,terminated
CTR01942,SUP0384,5.5,Sustainment,2023-01-07,14,completed
CTR01943,SUP0095,2.17,R&D,2024-06-22,56,active
CTR01944,SUP0308,4.59,R&D,2022-06-25,18,completed
CTR01945,SUP0087,0.56,Tech Services,2020-11-26,10,terminated
CTR01946,SUP0091,6.7,R&D,2021-07-29,46,active
CTR01947,SUP0157,4.34,R&D,2023-11-09,18,terminated
CTR01948,SUP0447,8.31,Tech Services,2021-07-05,6,delayed
CTR01949,SUP0368,0.5,Tech Services,2023-06-12,30,completed
CTR01950,SUP0237,3.15,Sustainment,2021-05-03,52,terminated
CTR01951,SUP0321,3.2,R&D,2022-08-20,9,delayed
CTR01952,SUP0026,1.53,Sustainment,2023-01-07,41,active
CTR01953,SUP0003,2.15,Sustainment,2022-06-25,57,active
CTR01954,SUP0383,0.14,Production,2024-05-10,15,delayed
CTR01955,SUP0224,4.79,R&D,2021-03-05,33,delayed
CTR01956,SUP0054,2.79,R&D,2022-01-23,11,active
CTR01957,SUP0188,0.21,Production,2022-12-21,32,terminated
CTR01958,SUP0293,4.0,Sustainment,2022-06-09,17,delayed
CTR01959,SUP0015,2.2,R&D,2021-06-13,57,terminated
CTR01960,SUP0023,0.12,Sustainment,2025-03-31,53,active
CTR01961,SUP0338,12.23,Production,2021-03-21,8,terminated
CTR01962,SUP0076,10.42,Tech Services,2020-07-17,51,terminated
CTR01963,SUP0122,2.52,Sustainment,2021-01-26,38,delayed
CTR01964,SUP0160,0.34,R&D,2024-06-25,15,terminated
CTR01965,SUP0121,4.92,Tech Services,2023-04-23,36,terminated
CTR01966,SUP0208,2.37,Sustainment,2024-11-27,20,terminated
CTR01967,SUP0294,1.26,Sustainment,2025-04-06,12,active
CTR01968,SUP0073,2.37,Tech Services,2021-09-26,41,active
CTR01969,SUP0490,2.59,Tech Services,2023-05-04,19,completed
CTR01970,SUP0037,2.9,Tech Services,2025-02-26,53,active
CTR01971,SUP0299,2.04,R&D,2025-04-22,19,active
CTR01972,SUP0345,3.26,R&D,2023-11-10,8,completed
CTR01973,SUP0393,8.79,Sustainment,2021-03-11,54,completed
CTR01974,SUP0167,1.57,Sustainment,2020-09-25,58,delayed
CTR01975,SUP0482,4.53,Production,2021-09-14,51,delayed
CTR01976,SUP0162,7.87,R&D,2021-06-19,55,active
CTR01977,SUP0453,2.13,Sustainment,2024-12-28,8,terminated
CTR01978,SUP0407,2.05,Tech Services,2022-02-05,27,delayed
CTR01979,SUP0139,3.23,Tech Services,2024-12-25,24,delayed
CTR01980,SUP0451,3.13,R&D,2022-11-10,40,active
CTR01981,SUP0232,5.75,Tech Services,2022-04-08,17,terminated
CTR01982,SUP0229,2.27,Production,2024-07-08,59,completed
CTR01983,SUP0260,19.43,Sustainment,2023-02-18,10,completed
CTR01984,SUP0245,0.21,Sustainment,2023-11-14,15,active
CTR01985,SUP0169,0.01,Sustainment,2024-03-20,46,active
CTR01986,SUP0331,3.58,R&D,2024-03-06,38,terminated
CTR01987,SUP0042,1.24,Tech Services,2023-08-07,18,active
CTR01988,SUP0477,0.96,Production,2023-02-14,40,active
CTR01989,SUP0482,1.31,R&D,2023-07-03,56,active
CTR01990,SUP0011,1.04,Sustainment,2024-05-24,37,terminated
CTR01991,SUP0159,0.11,Production,2020-05-25,16,active
CTR01992,SUP0307,12.46,Sustainment,2022-09-09,53,delayed
CTR01993,SUP0384,0.87,Sustainment,2022-02-01,43,terminated
CTR01994,SUP0063,4.64,R&D,2020-09-07,29,delayed
CTR01995,SUP0270,5.03,Sustainment,2024-06-20,40,terminated
CTR01996,SUP0292,9.27,Production,2022-01-24,24,delayed
CTR01997,SUP0008,0.11,Sustainment,2020-05-26,11,terminated
CTR01998,SUP0304,7.2,Tech Services,2021-07-06,45,completed
CTR01999,SUP0352,2.62,Sustainment,2020-11-03,59,active
CTR02000,SUP0020,3.5,R&D,2024-10-18,50,active
CTR02001,SUP0442,3.62,Production,2021-08-20,49,terminated
CTR02002,SUP0127,6.0,R&D,2022-05-11,47,delayed
CTR02003,SUP0397,1.42,Tech Services,2022-07-09,40,completed
CTR02004,SUP0446,4.62,Sustainment,2024-04-27,9,delayed
CTR02005,SUP0085,2.63,R&D,2022-07-04,38,active
CTR02006,SUP0026,5.52,R&D,2020-09-26,18,active
CTR02007,SUP0492,16.31,R&D,2022-07-28,41,delayed
CTR02008,SUP0165,0.78,R&D,2020-06-29,59,terminated
CTR02009,SUP0381,18.31,Tech Services,2021-07-24,48,terminated
CTR02010,SUP0144,0.33,Tech Services,2023-03-15,24,delayed
CTR02011,SUP0001,0.01,Sustainment,2025-03-18,48,active
CTR02012,SUP0275,0.16,Sustainment,2020-05-17,17,delayed
CTR02013,SUP0002,1.46,Production,2022-03-27,16,active
CTR02014,SUP0466,3.51,Tech Services,2020-08-01,11,delayed
CTR02015,SUP0047,0.25,R&D,2021-10-05,17,terminated
CTR02016,SUP0188,0.02,R&D,2023-09-23,32,completed
CTR02017,SUP0377,9.68,Production,2022-06-29,46,active
CTR02018,SUP0049,6.04,R&D,2022-03-21,30,completed
CTR02019,SUP0423,5.8,Production,2021-10-26,47,terminated
CTR02020,SUP0448,7.55,Sustainment,2021-10-29,8,delayed
CTR02021,SUP0461,4.21,Tech Services,2022-07-21,8,terminated
CTR02022,SUP0416,0.39,Production,2025-01-14,25,completed
CTR02023,SUP0337,1.78,R&D,2021-06-01,33,terminated
CTR02024,SUP0260,4.49,Production,2021-12-10,28,terminated
CTR02025,SUP0312,1.15,Sustainment,2020-06-30,53,delayed
CTR02026,SUP0413,4.07,R&D,2020-11-23,8,completed
CTR02027,SUP0341,0.09,Sustainment,2023-03-19,47,completed
CTR02028,SUP0293,1.28,Sustainment,2025-01-06,29,completed
CTR02029,SUP0322,2.79,Production,2022-12-30,48,active
CTR02030,SUP0362,3.5,Sustainment,2024-08-27,45,terminated
CTR02031,SUP0442,3.01,R&D,2025-02-21,11,completed
CTR02032,SUP0415,4.19,Sustainment,2022-08-01,25,terminated
CTR02033,SUP0354,0.02,Sustainment,2021-07-21,16,delayed
CTR02034,SUP0181,0.37,Production,2023-12-06,37,delayed
CTR02035,SUP0330,7.11,Sustainment,2023-04-06,32,active
CTR02036,SUP0159,4.01,Tech Services,2025-02-17,26,active
CTR02037,SUP0239,0.42,Production,2022-12-29,49,delayed
CTR02038,SUP0057,6.46,Production,2022-03-05,53,completed
CTR02039,SUP0402,0.97,R&D,2022-03-23,55,delayed
CTR02040,SUP0157,2.28,R&D,2020-11-26,18,terminated
CTR02041,SUP0096,0.55,R&D,2023-03-07,27,active
CTR02042,SUP0196,4.33,R&D,2023-12-12,40,active
CTR02043,SUP0048,3.85,Tech Services,2025-02-19,52,delayed
CTR02044,SUP0168,0.83,Production,2024-12-26,27,completed
CTR02045,SUP0211,6.97,Sustainment,2021-09-08,33,completed
CTR02046,SUP0098,1.8,R&D,2024-02-23,26,terminated
CTR02047,SUP0082,1.21,R&D,2022-01-09,51,active
CTR02048,SUP0225,0.58,R&D,2021-10-02,23,delayed
CTR02049,SUP0335,1.08,Sustainment,2021-07-06,36,delayed
CTR02050,SUP0014,0.08,R&D,2023-02-23,51,active
CTR02051,SUP0072,3.06,Sustainment,2022-05-25,42,delayed
CTR02052,SUP0013,6.46,Production,2024-03-31,26,active
CTR02053,SUP0138,2.79,Production,2023-10-31,19,completed
CTR02054,SUP0407,0.87,Production,2023-11-12,30,completed
CTR02055,SUP0025,0.12,Tech Services,2022-11-10,32,delayed
CTR02056,SUP0370,0.85,Sustainment,2023-08-15,45,completed
CTR02057,SUP0422,1.88,R&D,2023-03-30,28,completed
CTR02058,SUP0405,4.99,R&D,2024-03-30,36,terminated
CTR02059,SUP0246,0.73,R&D,2024-06-10,52,active
CTR02060,SUP0198,4.45,R&D,2021-12-09,34,active
CTR02061,SUP0082,7.06,Tech Services,2020-11-13,52,delayed
CTR02062,SUP0055,2.12,R&D,2023-10-16,35,active
CTR02063,SUP0334,6.03,Tech Services,2022-03-09,56,terminated
CTR02064,SUP0128,2.83,Sustainment,2024-03-18,31,delayed
CTR02065,SUP0318,3.55,Production,2020-06-28,25,delayed
CTR02066,SUP0355,2.61,R&D,2022-05-18,43,active
CTR02067,SUP0459,2.18,Production,2020-12-25,24,completed
CTR02068,SUP0412,0.94,Sustainment,2021-03-29,32,completed
CTR02069,SUP0393,1.26,Sustainment,2023-10-07,30,completed
CTR02070,SUP0197,1.2,R&D,2023-10-12,45,completed
CTR02071,SUP0416,2.9,Sustainment,2023-04-26,43,terminated
CTR02072,SUP0349,0.45,Production,2024-04-17,57,delayed
CTR02073,SUP0009,8.7,R&D,2021-01-08,28,completed
CTR02074,SUP0044,4.46,Tech Services,2024-10-16,34,terminated
CTR02075,SUP0241,1.8,R&D,2025-03-14,20,delayed
CTR02076,SUP0142,0.6,Production,2023-01-07,8,active
CTR02077,SUP0328,7.48,R&D,2022-09-23,15,active
CTR02078,SUP0418,6.08,R&D,2022-10-18,20,terminated
CTR02079,SUP0328,4.48,Production,2023-12-20,21,delayed
CTR02080,SUP0111,1.11,R&D,2021-01-22,22,completed
CTR02081,SUP0187,1.8,R&D,2024-11-12,24,delayed
CTR02082,SUP0221,0.38,Production,2020-08-17,16,completed
CTR02083,SUP0098,0.73,Sustainment,2020-09-20,53,terminated
CTR02084,SUP0267,5.35,Production,2021-02-17,10,completed
CTR02085,SUP0048,4.39,R&D,2023-10-03,10,terminated
CTR02086,SUP0435,3.15,Tech Services,2021-06-06,19,delayed
CTR02087,SUP0276,7.91,Tech Services,2021-07-08,55,delayed
CTR02088,SUP0231,3.06,Production,2024-10-07,31,completed
CTR02089,SUP0082,2.2,Tech Services,2021-08-30,13,delayed
CTR02090,SUP0301,1.46,R&D,2020-08-12,10,completed
CTR02091,SUP0243,9.87,R&D,2024-04-12,12,delayed
CTR02092,SUP0471,0.3,Production,2022-10-30,21,active
CTR02093,SUP0006,9.35,R&D,2021-08-24,19,completed
CTR02094,SUP0345,6.13,Sustainment,2021-07-03,42,terminated
CTR02095,SUP0283,0.49,R&D,2024-05-24,46,active
CTR02096,SUP0447,2.91,Production,2020-10-25,9,terminated
CTR02097,SUP0208,7.05,Sustainment,2025-03-31,41,delayed
CTR02098,SUP0496,2.97,Sustainment,2023-08-08,53,active
CTR02099,SUP0025,8.32,Tech Services,2024-02-25,22,delayed
CTR02100,SUP0398,10.03,R&D,2022-11-17,52,completed
CTR02101,SUP0118,1.92,Production,2022-10-15,41,terminated
CTR02102,SUP0122,1.66,Tech Services,2023-03-31,11,delayed
CTR02103,SUP0177,9.64,Tech Services,2024-06-07,21,terminated
CTR02104,SUP0135,3.94,R&D,2021-03-19,34,terminated
CTR02105,SUP0403,0.43,R&D,2022-07-14,41,delayed
CTR02106,SUP0081,0.15,Production,2023-03-11,43,completed
CTR02107,SUP0024,2.91,Tech Services,2022-05-28,42,terminated
CTR02108,SUP0229,9.32,Production,2024-11-07,53,delayed
CTR02109,SUP0323,6.51,Tech Services,2024-07-25,53,completed
CTR02110,SUP0399,3.94,Tech Services,2021-06-06,15,delayed
CTR02111,SUP0044,0.52,Tech Services,2023-07-18,46,completed
CTR02112,SUP0457,1.03,R&D,2023-01-07,41,terminated
CTR02113,SUP0318,7.29,Tech Services,2024-09-17,34,active
CTR02114,SUP0459,0.71,Tech Services,2023-06-04,19,delayed
CTR02115,SUP0438,1.14,Tech Services,2022-03-14,9,terminated
CTR02116,SUP0402,0.49,Sustainment,2021-10-07,49,delayed
CTR02117,SUP0170,3.95,R&D,2021-07-20,47,delayed
CTR02118,SUP0100,10.09,Sustainment,2021-07-09,41,completed
CTR02119,SUP0133,1.1,R&D,2022-08-10,55,delayed
CTR02120,SUP0371,2.26,Production,2020-05-20,50,completed
CTR02121,SUP0275,3.52,Sustainment,2022-04-21,18,terminated
CTR02122,SUP0043,26.37,Production,2024-10-12,51,delayed
CTR02123,SUP0313,0.39,Tech Services,2024-11-07,23,terminated
CTR02124,SUP0211,2.42,Production,2021-03-18,38,active
CTR02125,SUP0262,1.7,Production,2025-04-22,26,terminated
CTR02126,SUP0361,7.03,Production,2020-10-23,21,delayed
CTR02127,SUP0048,2.26,Production,2021-04-06,20,active
CTR02128,SUP0333,0.41,R&D,2020-10-20,59,completed
CTR02129,SUP0041,3.52,Sustainment,2022-02-20,10,active
CTR02130,SUP0253,5.16,R&D,2022-10-17,11,delayed
CTR02131,SUP0236,0.01,R&D,2022-06-03,43,delayed
CTR02132,SUP0148,6.86,R&D,2021-10-01,8,terminated
CTR02133,SUP0484,0.72,Production,2021-08-10,53,completed
CTR02134,SUP0479,2.81,R&D,2025-03-14,17,delayed
CTR02135,SUP0027,1.88,Sustainment,2024-09-26,41,delayed
CTR02136,SUP0185,4.45,R&D,2021-09-20,38,completed
CTR02137,SUP0172,1.62,Tech Services,2023-09-15,41,completed
CTR02138,SUP0321,7.13,Production,2024-07-27,38,terminated
CTR02139,SUP0212,4.59,Tech Services,2022-12-06,36,active
CTR02140,SUP0239,3.65,Sustainment,2021-11-05,26,completed
CTR02141,SUP0141,5.57,Sustainment,2022-08-31,32,delayed
CTR02142,SUP0496,4.91,Sustainment,2021-03-19,32,completed
CTR02143,SUP0161,0.13,Sustainment,2024-08-13,13,delayed
CTR02144,SUP0011,1.76,R&D,2023-03-27,42,terminated
CTR02145,SUP0428,9.35,Production,2020-10-24,37,active
CTR02146,SUP0472,0.47,Sustainment,2020-05-14,31,terminated
CTR02147,SUP0405,4.68,Tech Services,2023-06-16,7,completed
CTR02148,SUP0179,12.85,Sustainment,2020-10-20,17,delayed
CTR02149,SUP0038,0.19,Production,2022-07-19,27,completed
CTR02150,SUP0140,4.01,Tech Services,2023-01-16,22,completed
CTR02151,SUP0378,2.21,Tech Services,2022-04-23,12,completed
CTR02152,SUP0119,3.03,Tech Services,2024-08-09,48,completed
CTR02153,SUP0346,0.31,R&D,2024-10-12,9,active
CTR02154,SUP0348,0.15,Sustainment,2021-06-01,42,delayed
CTR02155,SUP0336,3.85,R&D,2020-12-01,43,completed
CTR02156,SUP0375,6.07,Tech Services,2023-08-26,37,delayed
CTR02157,SUP0051,5.33,R&D,2020-08-31,16,active
CTR02158,SUP0188,2.75,R&D,2020-10-03,6,delayed
CTR02159,SUP0440,0.37,R&D,2024-04-21,30,delayed
CTR02160,SUP0229,4.08,Sustainment,2021-01-08,47,active
CTR02161,SUP0350,0.97,Tech Services,2020-07-04,57,completed
CTR02162,SUP0365,8.47,Tech Services,2023-06-05,29,delayed
CTR02163,SUP0362,6.38,Sustainment,2025-02-09,58,terminated
CTR02164,SUP0282,4.33,R&D,2021-11-15,48,delayed
CTR02165,SUP0067,10.41,R&D,2025-02-24,22,completed
CTR02166,SUP0445,0.11,Production,2024-07-19,13,terminated
CTR02167,SUP0085,4.66,Production,2023-04-12,50,completed
CTR02168,SUP0167,1.4,Production,2024-02-28,32,delayed
CTR02169,SUP0131,8.28,Sustainment,2022-05-19,57,active
CTR02170,SUP0276,1.09,Tech Services,2021-10-21,23,completed
CTR02171,SUP0082,4.52,Production,2022-08-18,32,completed
CTR02172,SUP0478,7.35,Tech Services,2023-06-03,27,active
CTR02173,SUP0480,0.15,Tech Services,2020-05-20,21,delayed
CTR02174,SUP0002,1.77,Tech Services,2022-09-18,7,completed
CTR02175,SUP0083,5.03,Sustainment,2024-12-18,10,delayed
CTR02176,SUP0208,2.12,Sustainment,2020-10-28,23,delayed
CTR02177,SUP0055,1.09,Sustainment,2022-12-04,8,delayed
CTR02178,SUP0417,0.87,Sustainment,2021-08-08,32,active
CTR02179,SUP0115,0.49,Production,2024-03-14,59,delayed
CTR02180,SUP0243,6.81,R&D,2021-03-19,22,delayed
CTR02181,SUP0196,3.0,R&D,2021-08-04,21,terminated
CTR02182,SUP0182,0.28,R&D,2020-10-15,11,terminated
CTR02183,SUP0465,1.69,Production,2021-02-10,56,terminated
CTR02184,SUP0065,1.6,R&D,2022-02-12,12,completed
CTR02185,SUP0021,0.7,Production,2022-10-23,55,completed
CTR02186,SUP0028,2.0,Production,2023-05-01,19,terminated
