contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status,supplier_name,past_contracts,average_delay_days,compliance_issues,delay_days,contract_age_days,contract_age_months,value_per_month,normalized_delay,normalized_compliance,risk_score,risk_level
CTR04915,SUP0485,1.76,Sustainment,2020-05-28,8,delayed,Ortega Inc,17,159,3,84,1832,61,0.22,0.3080357142857143,0.75,0.4848214285714286,Medium
CTR04922,SUP0226,0.44,Sustainment,2022-01-03,26,delayed,"Jackson, Melendez and Olson",1,35,1,125,1247,41,0.016923076923076923,0.49107142857142855,0.25,0.3946428571428571,Medium
CTR04926,SUP0357,1.03,Tech Services,2025-05-01,47,delayed,Espinoza-Brown,49,176,1,30,33,1,0.021914893617021276,0.06696428571428571,0.25,0.14017857142857143,Low
CTR04935,SUP0500,0.53,R&D,2021-12-15,28,delayed,Johnson-Day,27,27,0,67,1266,42,0.01892857142857143,0.23214285714285715,0.0,0.1392857142857143,Low
CTR04936,SUP0093,7.04,Sustainment,2023-08-12,55,delayed,"Walker, Rose and Rhodes",49,157,0,187,661,22,0.128,0.7678571428571429,0.0,0.46071428571428574,Medium
CTR04939,SUP0198,2.06,Production,2025-02-07,7,delayed,Graves-Moore,38,108,3,193,116,3,0.2942857142857143,0.7946428571428571,0.75,0.7767857142857143,High
CTR04941,SUP0218,4.41,Tech Services,2025-01-03,16,delayed,"Park, Wise and Gonzalez",38,186,0,20,151,5,0.275625,0.022321428571428572,0.0,0.013392857142857142,Low
CTR04943,SUP0090,1.09,Production,2021-10-09,40,delayed,"Burgess, Pham and Kennedy",18,104,2,137,1333,44,0.027250000000000003,0.5446428571428571,0.5,0.5267857142857142,Medium
CTR04944,SUP0323,1.98,Production,2023-06-02,20,delayed,Hardy Group,33,89,0,47,732,24,0.099,0.14285714285714285,0.0,0.0857142857142857,Low
CTR04951,SUP0237,3.53,Tech Services,2021-10-17,30,delayed,"Greene, Miller and Perry",2,17,4,221,1325,44,0.11766666666666666,0.9196428571428571,1.0,0.9517857142857142,High
CTR04952,SUP0383,17.34,Sustainment,2025-02-20,25,delayed,Oliver and Sons,16,196,1,29,103,3,0.6936,0.0625,0.25,0.1375,Low
CTR04955,SUP0417,0.68,Tech Services,2024-12-21,16,delayed,King-Knight,35,82,0,28,164,5,0.0425,0.05803571428571429,0.0,0.03482142857142857,Low
CTR04956,SUP0473,7.04,R&D,2020-11-22,24,delayed,Hunter-Weeks,8,178,0,181,1654,55,0.29333333333333333,0.7410714285714286,0.0,0.4446428571428572,Medium
CTR04972,SUP0499,0.01,Production,2024-09-01,16,delayed,Bush and Sons,16,110,3,19,275,9,0.000625,0.017857142857142856,0.75,0.3107142857142858,Medium
CTR04974,SUP0058,2.56,Sustainment,2025-03-07,37,delayed,"Wilson, Sullivan and Calhoun",39,91,4,135,88,2,0.06918918918918919,0.5357142857142857,1.0,0.7214285714285714,High
CTR04992,SUP0222,1.27,Production,2021-01-20,33,delayed,"Miller, Campbell and Johnson",27,21,1,121,1595,53,0.03848484848484848,0.4732142857142857,0.25,0.3839285714285714,Medium
CTR04998,SUP0270,0.14,Sustainment,2020-07-18,17,delayed,Lewis-Johnson,29,66,4,30,1781,59,0.00823529411764706,0.06696428571428571,1.0,0.4401785714285714,Medium
